ComplaintID,Date,ServiceType,ServiceProvider,CustomerName,CustomerContact,Description,ResolutionStatus
2130,2022-03-28,Telecom,MTN,Amber Roth,23481322887719,Age want to return blood Mrs.,Resolved
4098,2023-01-03,Pay TV,Airtel,Katie Martin,23470914579068,Certainly simply agree unit.,In Progress
745,2022-12-09,Telecom,Etisalat,Rebecca Estes,23490994393756,Responsibility add suddenly catch wish go.,Resolved
1100,2022-12-27,Telecom,MTN,Michelle Perry,23490968409604,Interview talk career better year expert.,Open
9635,2022-07-16,Pay TV,Airtel,Lauren Miller,23480467359029,Idea bad let.,Open
1932,2022-10-06,Pay TV,MTN,Douglas Harris,23470729967344,Cup white economy model let court.,Resolved
2076,2023-02-15,Telecom,Airtel,Samantha Haley,23470913321536,Near up career when find save price.,In Progress
6880,2022-05-27,Pay TV,Etisalat,Jeffrey Schwartz,23481935752578,Of doctor information president here provide would.,Open
876,2023-07-20,Pay TV,Airtel,Rachel White,23480792419463,Interesting build might walk prepare them upon any.,Open
2904,2022-12-29,Pay TV,MTN,Megan Joseph,23481467314383,Manager machine the.,Open
7559,2022-10-03,Telecom,MTN,Sarah Brock,23481705653244,Senior project form week guy program.,In Progress
1719,2021-12-29,Telecom,Airtel,Sarah Sullivan,23490825732234,Series fear knowledge land member.,Open
9609,2023-04-11,Telecom,MTN,Jennifer Young,23490232169523,Put much sing out mother.,In Progress
2667,2022-01-09,Pay TV,Glo,Patricia Brown,23481794509387,Tree adult task country environmental.,In Progress
2519,2021-11-21,Pay TV,Glo,Kelly Jordan,23490581463020,Whole dream design whose lose future then.,Open
7995,2022-06-29,Pay TV,MTN,David Harris,23470444082738,Window while require.,Open
9062,2022-02-19,Pay TV,Glo,Carlos Martinez,23490302687082,Well spring coach high state.,In Progress
9301,2023-06-05,Telecom,Airtel,Gary Kelly,23481765622332,Bad occur success reach business newspaper member already.,Resolved
670,2022-05-01,Pay TV,Etisalat,Julie Torres,23490689103449,Key bank fly character war policy often.,In Progress
7242,2022-08-24,Telecom,Etisalat,Neil Davis,23490772695304,Every human half.,Resolved
4307,2021-09-29,Telecom,MTN,Richard Smith,2348092977554,Clear end break.,Resolved
8487,2023-03-16,Telecom,Glo,Jennifer Duncan,23470900097364,Experience political really paper center blue western.,Resolved
4605,2021-10-24,Pay TV,MTN,Edwin Rodriguez,23480419196415,Into light surface agree public assume.,In Progress
5072,2023-03-11,Pay TV,Etisalat,Cathy Thompson,2348088405983,Listen whatever phone reduce report away theory dark.,Open
6285,2022-09-02,Pay TV,MTN,Whitney Kirby,23480846378081,Edge behind whom summer suddenly.,Open
6745,2022-11-16,Pay TV,Airtel,Mrs. Lisa Rodriguez,23480962352619,Until dream billion stage guess member fish.,Resolved
2590,2021-10-17,Pay TV,Etisalat,Melissa Ruiz,23470383227079,Southern about condition far.,Open
4632,2023-06-14,Pay TV,Glo,Alexander Benson,23490734171456,Who office speech new.,Open
1744,2022-02-19,Pay TV,Etisalat,Diana Underwood,23490423919305,Happen heart parent apply wind customer.,Resolved
2130,2022-09-16,Pay TV,MTN,David Shaw,23490288184974,Agent family apply popular take dark.,Open
7653,2021-11-28,Telecom,Airtel,Andrew Bates,2349050434201,Occur focus whose.,Open
1189,2023-02-24,Pay TV,Etisalat,Ashley Huerta,23481714059414,During start draw prevent hot relate.,In Progress
4276,2021-11-19,Telecom,Glo,Shannon Anderson,23481544263172,Work professor unit final community hold unit.,Open
6169,2021-09-28,Pay TV,MTN,Jennifer Whitney,23480878400063,Easy ask general myself trouble.,Resolved
6407,2022-10-07,Pay TV,Etisalat,Alexis Patton,23481675056377,Our language lot these all support after one.,Resolved
7301,2023-02-15,Telecom,Airtel,Dana Hernandez,23490869004579,Speak price fight inside.,Resolved
3693,2022-09-06,Telecom,Glo,Marie Mitchell,23481673954282,Bank region walk likely behavior federal seek.,Open
2547,2023-06-24,Pay TV,Etisalat,Holly Torres,23490581363658,I manage imagine coach employee.,Resolved
5923,2022-08-21,Telecom,Glo,Cheryl Davis,23470884945044,Final receive computer beyond.,Open
7979,2022-05-19,Telecom,Etisalat,Gabriela Stewart,23480577586691,Get control church.,In Progress
1841,2022-02-23,Telecom,MTN,Samantha Moore,23490755646563,Police reason cold Mrs Mrs total history later.,Resolved
2097,2021-12-31,Pay TV,MTN,Jennifer Hicks,23481216381157,Final what worry during.,In Progress
8872,2023-05-27,Telecom,MTN,Victoria Cook,23490919448591,Free station five.,Open
6306,2022-10-11,Pay TV,MTN,Peter Smith,23480493338874,Section low various animal appear manager charge father.,Resolved
8756,2023-07-30,Pay TV,Airtel,Cynthia Anderson,2347013394529,Remember image best responsibility today.,Open
5968,2023-03-10,Telecom,Glo,Paul Salazar,23480275417968,Reality prepare small possible.,Open
2805,2023-06-11,Telecom,MTN,Raven Barry,23490377114761,Authority message option democratic call.,In Progress
3975,2022-05-07,Telecom,MTN,Briana Hicks,23480513957071,Staff heart item man catch hot already.,Resolved
6226,2023-03-11,Telecom,Etisalat,Joshua Martinez MD,23490974963435,They third miss prepare effort if forget.,Resolved
4768,2022-07-10,Pay TV,Airtel,Bryan Morris,23481226152603,Sister room truth number.,In Progress
9235,2022-11-16,Pay TV,Airtel,Jonathan Wright,23480194682850,Wrong decision anything trial future study morning.,Open
5329,2022-11-22,Telecom,MTN,Jennifer Adams,23480143674877,Challenge probably nice effort care themselves whether measure.,In Progress
1248,2022-08-26,Telecom,MTN,Timothy Watkins,23481703170349,Clear away these southern by certain.,In Progress
4371,2022-05-28,Telecom,Airtel,Erica Chavez,23480711080203,Apply thank just employee determine test model.,Open
3782,2022-11-16,Telecom,Glo,Corey Patterson II,2348134763931,Sea address sing soon open tell.,Resolved
3526,2022-06-27,Pay TV,Glo,Matthew Davidson,2348093134893,Small once course conference may economy.,Open
4729,2022-12-23,Pay TV,MTN,Crystal Harris,23480868642385,Sometimes blue mission pass.,In Progress
7639,2022-10-25,Telecom,Airtel,Marie Martinez,23480246440486,Create gun possible space suddenly.,Resolved
6567,2022-08-16,Pay TV,MTN,Sarah Holmes,2348123173517,Account pretty stock after be accept together class.,Resolved
8026,2022-06-12,Telecom,Etisalat,Amanda Harvey,23470713474166,Most year also structure.,Open
1600,2022-08-09,Pay TV,Glo,Eric Bell,23480595288582,Short the answer perhaps huge term.,Resolved
8822,2022-10-24,Pay TV,Etisalat,Linda Good,23481937419482,Whether social care seat build benefit whether.,Open
9943,2022-05-04,Telecom,Etisalat,John Leonard DDS,23490419951630,Home black store figure new.,Resolved
2997,2023-02-22,Pay TV,MTN,Tiffany Barrera,2348038322640,Society walk approach meeting cover spend.,Resolved
8400,2022-12-01,Pay TV,Glo,Jennifer Thomas,23481509883249,Enter provide together administration.,In Progress
1950,2022-01-06,Telecom,Glo,Michael Chavez,23481388904184,Listen claim beat cost impact piece.,Open
5918,2023-04-20,Pay TV,Airtel,Michelle Ferguson,23470920062607,Administration face nature decision first election tree final.,Open
5376,2022-05-28,Pay TV,Etisalat,Anna Middleton,23480223462280,Region point natural write.,Open
6020,2021-10-18,Telecom,Glo,Patricia Thomas,23480368761941,Truth knowledge ago worry.,Open
8078,2021-11-25,Pay TV,Airtel,Richard Burton,23481209972185,Choose address tonight behavior contain.,Open
7234,2023-03-10,Pay TV,MTN,Richard Charles,23481683181244,Star across receive question each its sing.,Open
9089,2022-10-17,Pay TV,Glo,Angela Nash,2348017031830,Necessary family fill across throughout game exactly yard.,Resolved
9439,2022-11-05,Telecom,Etisalat,Barbara Sandoval,23470179160022,Improve trial age much.,Open
863,2023-09-06,Pay TV,MTN,Ronald Bryant,23490682373364,Sell radio ground.,Open
3627,2023-05-25,Pay TV,MTN,Aaron Mathis,23470977079703,Fish past significant always you shoulder.,In Progress
2399,2022-08-04,Telecom,Airtel,Amber Daugherty,23470513161813,Early control despite fire back once bed.,Open
8426,2022-04-15,Pay TV,Airtel,Kelly Nolan,23480963879208,Interview human glass scientist land exactly tell strategy.,Open
1825,2022-04-28,Pay TV,Etisalat,Jennifer Gutierrez,23490301930409,Claim apply seem why though institution.,Resolved
2855,2023-01-06,Telecom,Etisalat,Sarah Blackburn,23490518273985,Happen only prepare newspaper name moment.,Open
3097,2022-08-14,Telecom,Airtel,Candace Taylor,23480190178976,Discover authority mission always bag amount.,Resolved
3659,2023-09-21,Telecom,Airtel,Dillon Reyes,23481955318385,Head take worry learn.,In Progress
6562,2023-07-09,Telecom,Etisalat,Stephen Miller,23490408254114,Condition surface several.,Open
2939,2023-09-17,Pay TV,Etisalat,Jesse Ellis,23480125081940,Interview card plant.,Open
7206,2023-05-17,Pay TV,Glo,Lance Hammond,23480441043818,Smile behavior by.,Open
3866,2021-12-16,Telecom,Glo,Donna Dodson,23490101704051,Economic of degree reach administration.,Open
4683,2022-08-25,Pay TV,Airtel,Carl Clark,23480456400698,Voice difficult authority make plant represent.,Open
2693,2021-09-26,Pay TV,Airtel,Alexandra Hess,23490390144811,Response keep government mother economic several participant.,Open
1613,2022-12-03,Pay TV,Etisalat,Paul Scott,23490376756396,Partner example sign color.,Resolved
3069,2023-03-09,Telecom,Etisalat,Eddie Price,23470210763020,Certainly particularly push phone artist least film.,In Progress
8502,2023-07-21,Pay TV,MTN,Carolyn Gonzalez,23480370892693,Mother economy full require toward increase start.,In Progress
6727,2023-03-02,Telecom,MTN,Sheila Mcdaniel,23480218453952,Toward my movement security size again.,Open
778,2022-01-18,Telecom,Airtel,Martin Watkins,23490513179958,Land serve for perhaps try.,Open
4222,2022-11-27,Pay TV,Airtel,Kevin Bowman,23481761211304,Adult election plan wide.,Resolved
4321,2022-09-19,Pay TV,Etisalat,Karen Brooks,23481291406190,Method direction risk executive possible power part.,In Progress
5808,2022-12-30,Pay TV,MTN,Cynthia Romero,23481768143795,Remember space meeting agreement girl significant goal program.,In Progress
2334,2022-12-23,Telecom,Etisalat,David Duncan,23481207047020,Board different west staff.,Resolved
4406,2023-06-07,Telecom,MTN,Robert Price,2349095761046,Grow reduce various society.,In Progress
8088,2022-05-30,Pay TV,Airtel,Richard Bailey,23490657108042,Prove trip technology value maintain rather nation.,Open
5314,2021-10-11,Pay TV,Glo,Donna Jackson,23470981409278,Course tell affect coach factor next national.,In Progress
8168,2021-10-12,Pay TV,Glo,Paula Sanders,23490897663960,Apply more road born find.,Open
7122,2023-08-03,Pay TV,Airtel,Elizabeth Smith,23481312441250,Pull continue care single.,Open
634,2022-04-06,Pay TV,Airtel,Lindsey Murray,23481274347964,Sign decision year information even student window thus.,Resolved
5401,2023-02-01,Pay TV,Glo,Dana Meyer,2349093074510,Past weight contain onto value.,Resolved
9407,2021-12-03,Pay TV,Airtel,Lori Knight,23470680930627,Tv certain wonder community.,Resolved
7834,2022-12-16,Telecom,MTN,Kelly Miller,23480778989144,Free what difference north could trial five.,Resolved
7362,2021-12-01,Telecom,MTN,Kara Williams,23470318025905,Major reflect throughout focus.,Open
7972,2023-02-28,Telecom,MTN,Craig Beasley,23470647945418,Meet agency top money analysis necessary.,Open
859,2023-08-24,Pay TV,Etisalat,Deborah Henry,23490413430534,Work charge call anyone participant Republican.,In Progress
901,2023-01-14,Pay TV,Airtel,Kimberly Collins,23481110132289,Cold future just poor fill population.,Resolved
8373,2022-03-20,Telecom,MTN,Tyler Baxter,23490776130619,Stage list interest.,In Progress
9941,2022-07-19,Telecom,Etisalat,Justin Zimmerman,23480464393013,Build significant public director catch.,In Progress
9684,2022-03-17,Pay TV,Airtel,Holly Cooper,23470161320034,Citizen Mrs put middle.,Resolved
4206,2023-03-13,Telecom,Etisalat,Craig Jones,23481300903893,Many away usually eat professor hundred.,In Progress
9892,2023-04-25,Telecom,MTN,Jennifer Mitchell,23481976321442,Require wall thank officer.,Resolved
1116,2023-01-27,Pay TV,Etisalat,Bryan Johnson,23470776880481,Sea him than.,In Progress
5788,2022-08-27,Pay TV,Etisalat,Roberta Martinez,23490960070676,Itself professor finish defense government study.,In Progress
8589,2021-10-15,Pay TV,MTN,Richard Jimenez,23470117525555,Product politics kid admit heavy.,Open
6716,2021-10-11,Pay TV,Glo,Margaret Williams,23470680307587,Learn bill increase them.,Open
6041,2023-07-02,Telecom,MTN,Janice Gardner,23470841072834,Whether trip stage thing talk.,In Progress
5681,2021-09-25,Pay TV,Airtel,Michael Chapman,23481810370192,Forward another set across.,Resolved
2743,2023-01-05,Telecom,Etisalat,Jason Ortega,23490929931209,Support owner thing service trial story traditional six.,In Progress
772,2022-08-07,Pay TV,MTN,Haley Callahan,23470419788195,Media too well open our American talk.,In Progress
2084,2022-05-06,Pay TV,Etisalat,Larry Bailey,23470636704510,Yet west simple toward decade.,Open
3297,2022-07-12,Telecom,Etisalat,Heather Robinson,23481632568782,Blue still article authority.,Open
2054,2023-08-24,Pay TV,Airtel,Patrick White,23470177451696,For special onto low rate five.,Open
4436,2023-08-11,Telecom,Etisalat,Steven Henderson,23490382089441,Test blue coach.,Resolved
2062,2022-01-11,Telecom,Etisalat,Ashley Boyer,23470579150573,Loss little exist may third.,Open
6751,2023-07-07,Pay TV,MTN,Desiree Williams,23481161878301,Standard create use analysis issue short.,Open
3562,2023-07-26,Pay TV,Etisalat,David Turner,23490271056551,After everyone whose candidate receive much quality who.,Open
9235,2023-01-09,Telecom,Glo,Natasha Hurst,23480981794904,Body strategy use day.,Resolved
7936,2023-02-24,Telecom,Airtel,Melissa Johnston,23470965455489,Let suddenly sit manage.,In Progress
4821,2023-08-04,Telecom,MTN,Deanna Mayo,23490155689540,Even authority want.,Resolved
4867,2023-01-01,Pay TV,Glo,Hannah Jackson,23490505702871,That green put million third thank deep my.,In Progress
8470,2022-07-10,Telecom,Glo,Tanya Gonzalez,2349037844846,Customer talk five someone someone.,Open
7721,2022-04-27,Telecom,Airtel,Heather Herrera,23470898549267,Discover happy ahead position keep view international.,Resolved
1213,2023-01-11,Pay TV,Airtel,Selena Kennedy,23481375114877,Son truth family body.,In Progress
6460,2021-09-29,Telecom,Etisalat,Samantha Bryan,23490353329535,Truth state world story.,Resolved
4014,2021-12-09,Pay TV,Glo,Cody Garcia,23480617222111,Newspaper language become every.,Resolved
4737,2023-07-04,Pay TV,MTN,Cody Dorsey,23490979041841,Under film nice family single.,In Progress
2137,2021-10-29,Telecom,Etisalat,Michelle Owen,23480455782188,Remember politics color.,Resolved
9921,2023-09-03,Telecom,Etisalat,Maurice Munoz,23470636469419,Relate writer check matter two brother.,Open
4044,2023-01-18,Pay TV,Airtel,David Potter,23490199820714,Performance no serious own green.,Open
9285,2021-12-30,Telecom,MTN,Jeremy Rogers,23470469752585,Attack almost admit where air nor notice.,Open
2180,2022-09-28,Telecom,Etisalat,Derek Hogan,2348125643187,Detail staff floor mouth purpose fast ready.,Resolved
2511,2021-12-10,Telecom,MTN,Kimberly Robinson,23470135837570,Evening heavy address ability why research future.,Open
779,2021-10-22,Telecom,MTN,Tamara Edwards,23490682561119,Term oil outside show crime quickly nor social.,Open
3011,2022-08-07,Pay TV,Etisalat,Lauren Fernandez,23490108256348,Account treat ball class fight why.,Resolved
3459,2023-06-09,Pay TV,Etisalat,Dennis Holmes,23490959973541,Appear decade bill almost.,In Progress
9511,2022-09-21,Pay TV,MTN,Melissa Contreras,23480591165689,Usually large of air.,Resolved
9385,2023-04-21,Telecom,Etisalat,James Young,234809435236,Conference little force.,Resolved
7277,2022-09-02,Pay TV,Glo,Vincent Greer,23470528039705,Save after white become front particular.,Resolved
1310,2023-05-26,Pay TV,Glo,Chris Nguyen,23481749603402,Community wonder production rich whether town describe expert.,In Progress
5198,2021-11-16,Pay TV,Airtel,Jessica Patterson,23470150387060,Guess buy easy structure close set.,In Progress
1660,2023-01-19,Telecom,Glo,Melinda Rhodes,23481271539985,Born drive act fly smile.,In Progress
3001,2021-10-15,Pay TV,Glo,Katherine Brown,23481948609574,Realize budget present executive carry face own.,Resolved
4910,2022-08-23,Pay TV,MTN,Amanda Leon,23490579895965,Speak serious must identify artist trade.,Resolved
5335,2023-02-19,Telecom,MTN,Karen Gill,23481325452552,Detail every vote direction fast.,In Progress
6171,2022-07-09,Pay TV,Etisalat,Dustin Thomas,23490752927941,Value executive own say face edge.,Open
4017,2022-05-12,Pay TV,Etisalat,Regina Cook,23490774402833,Myself operation idea write story cause us.,Open
